"tree_id","date","budburst","budburst_perc"
"mof_cst_00038",2021-04-08,FALSE,0
"mof_cst_00038",2021-04-09,FALSE,0
"mof_cst_00038",2021-04-10,FALSE,0
"mof_cst_00038",2021-04-11,FALSE,0
"mof_cst_00038",2021-04-12,FALSE,0
"mof_cst_00038",2021-04-13,FALSE,0
"mof_cst_00038",2021-04-14,FALSE,0
"mof_cst_00038",2021-04-15,FALSE,0
"mof_cst_00038",2021-04-16,FALSE,0
"mof_cst_00038",2021-04-17,FALSE,0
"mof_cst_00038",2021-04-18,FALSE,0
"mof_cst_00038",2021-04-19,FALSE,0
"mof_cst_00038",2021-04-20,FALSE,0
"mof_cst_00038",2021-04-21,FALSE,0
"mof_cst_00038",2021-04-22,FALSE,0
"mof_cst_00038",2021-04-23,FALSE,0
"mof_cst_00038",2021-04-24,FALSE,0
"mof_cst_00038",2021-04-25,FALSE,0
"mof_cst_00038",2021-04-26,FALSE,0
"mof_cst_00038",2021-04-27,FALSE,0
"mof_cst_00038",2021-04-28,FALSE,0
"mof_cst_00038",2021-04-29,FALSE,0
"mof_cst_00038",2021-04-30,TRUE,10
"mof_cst_00038",2021-05-01,TRUE,10
"mof_cst_00038",2021-05-02,TRUE,10
"mof_cst_00038",2021-05-03,TRUE,10
"mof_cst_00038",2021-05-04,TRUE,50
"mof_cst_00038",2021-05-05,TRUE,50
"mof_cst_00038",2021-05-06,TRUE,50
"mof_cst_00038",2021-05-07,TRUE,50
"mof_cst_00038",2021-05-08,TRUE,50
"mof_cst_00038",2021-05-09,TRUE,50
"mof_cst_00038",2021-05-10,TRUE,50
"mof_cst_00038",2021-05-11,TRUE,100
"mof_cst_00038",2021-05-12,TRUE,100
"mof_cst_00038",2021-05-13,TRUE,100
"mof_cst_00038",2021-05-14,TRUE,100
"mof_cst_00038",2021-05-15,TRUE,100
"mof_cst_00038",2021-05-16,TRUE,100
"mof_cst_00038",2021-05-17,TRUE,100
"mof_cst_00038",2021-05-18,TRUE,100
"mof_cst_00038",2021-05-19,TRUE,100
"mof_cst_00038",2021-05-20,TRUE,100
"mof_cst_00038",2021-05-21,TRUE,100
"mof_cst_00038",2021-05-22,TRUE,100
"mof_cst_00038",2021-05-23,TRUE,100
"mof_cst_00038",2021-05-24,TRUE,100
"mof_cst_00038",2021-05-25,TRUE,100
"mof_cst_00038",2021-05-26,TRUE,100
"mof_cst_00038",2021-05-27,TRUE,100
"mof_cst_00038",2021-05-28,TRUE,100
"mof_cst_00038",2021-05-29,TRUE,100
"mof_cst_00038",2021-05-30,TRUE,100
"mof_cst_00038",2021-05-31,TRUE,100
"mof_cst_00038",2021-06-01,TRUE,100
"mof_cst_00039",2021-03-16,FALSE,0
"mof_cst_00039",2021-03-17,FALSE,0
"mof_cst_00039",2021-03-18,FALSE,0
"mof_cst_00039",2021-03-19,FALSE,0
"mof_cst_00039",2021-03-20,FALSE,0
"mof_cst_00039",2021-03-21,FALSE,0
"mof_cst_00039",2021-03-22,FALSE,0
"mof_cst_00039",2021-03-23,FALSE,0
"mof_cst_00039",2021-03-24,FALSE,0
"mof_cst_00039",2021-03-25,FALSE,0
"mof_cst_00039",2021-03-26,FALSE,0
"mof_cst_00039",2021-03-27,FALSE,0
"mof_cst_00039",2021-03-28,FALSE,0
"mof_cst_00039",2021-03-29,FALSE,0
"mof_cst_00039",2021-03-30,FALSE,0
"mof_cst_00039",2021-03-31,FALSE,0
"mof_cst_00039",2021-04-01,FALSE,0
"mof_cst_00039",2021-04-02,FALSE,0
"mof_cst_00039",2021-04-03,FALSE,0
"mof_cst_00039",2021-04-04,FALSE,0
"mof_cst_00039",2021-04-05,FALSE,0
"mof_cst_00039",2021-04-06,FALSE,0
"mof_cst_00039",2021-04-07,FALSE,0
"mof_cst_00039",2021-04-08,FALSE,0
"mof_cst_00039",2021-04-09,FALSE,0
"mof_cst_00039",2021-04-10,FALSE,0
"mof_cst_00039",2021-04-11,FALSE,0
"mof_cst_00039",2021-04-12,FALSE,0
"mof_cst_00039",2021-04-13,FALSE,0
"mof_cst_00039",2021-04-14,FALSE,0
"mof_cst_00039",2021-04-15,FALSE,0
"mof_cst_00039",2021-04-16,FALSE,0
"mof_cst_00039",2021-04-17,FALSE,0
"mof_cst_00039",2021-04-18,FALSE,0
"mof_cst_00039",2021-04-19,FALSE,0
"mof_cst_00039",2021-04-20,FALSE,0
"mof_cst_00039",2021-04-21,FALSE,0
"mof_cst_00039",2021-04-22,FALSE,0
"mof_cst_00039",2021-04-23,FALSE,0
"mof_cst_00039",2021-04-24,FALSE,0
"mof_cst_00039",2021-04-25,FALSE,0
"mof_cst_00039",2021-04-26,FALSE,0
"mof_cst_00039",2021-04-27,FALSE,0
"mof_cst_00039",2021-04-28,FALSE,0
"mof_cst_00039",2021-04-29,FALSE,0
"mof_cst_00039",2021-04-30,FALSE,0
"mof_cst_00039",2021-05-01,FALSE,0
"mof_cst_00039",2021-05-02,FALSE,0
"mof_cst_00039",2021-05-03,FALSE,0
"mof_cst_00039",2021-05-04,FALSE,0
"mof_cst_00039",2021-05-05,FALSE,0
"mof_cst_00039",2021-05-06,FALSE,0
"mof_cst_00039",2021-05-07,TRUE,10
"mof_cst_00039",2021-05-08,TRUE,10
"mof_cst_00039",2021-05-09,TRUE,10
"mof_cst_00039",2021-05-10,TRUE,10
"mof_cst_00039",2021-05-11,TRUE,100
"mof_cst_00039",2021-05-12,TRUE,100
"mof_cst_00039",2021-05-13,TRUE,100
"mof_cst_00039",2021-05-14,TRUE,100
"mof_cst_00039",2021-05-15,TRUE,100
"mof_cst_00039",2021-05-16,TRUE,100
"mof_cst_00039",2021-05-17,TRUE,100
"mof_cst_00039",2021-05-18,TRUE,100
"mof_cst_00039",2021-05-19,TRUE,100
"mof_cst_00039",2021-05-20,TRUE,100
"mof_cst_00039",2021-05-21,TRUE,100
"mof_cst_00039",2021-05-22,TRUE,100
"mof_cst_00039",2021-05-23,TRUE,100
"mof_cst_00039",2021-05-24,TRUE,100
"mof_cst_00039",2021-05-25,TRUE,100
"mof_cst_00039",2021-05-26,TRUE,100
"mof_cst_00039",2021-05-27,TRUE,100
"mof_cst_00039",2021-05-28,TRUE,100
"mof_cst_00039",2021-05-29,TRUE,100
"mof_cst_00039",2021-05-30,TRUE,100
"mof_cst_00039",2021-05-31,TRUE,100
"mof_cst_00039",2021-06-01,TRUE,100
"mof_cst_00040",2021-03-16,FALSE,0
"mof_cst_00040",2021-03-17,FALSE,0
"mof_cst_00040",2021-03-18,FALSE,0
"mof_cst_00040",2021-03-19,FALSE,0
"mof_cst_00040",2021-03-20,FALSE,0
"mof_cst_00040",2021-03-21,FALSE,0
"mof_cst_00040",2021-03-22,FALSE,0
"mof_cst_00040",2021-03-23,FALSE,0
"mof_cst_00040",2021-03-24,FALSE,0
"mof_cst_00040",2021-03-25,FALSE,0
"mof_cst_00040",2021-03-26,FALSE,0
"mof_cst_00040",2021-03-27,FALSE,0
"mof_cst_00040",2021-03-28,FALSE,0
"mof_cst_00040",2021-03-29,FALSE,0
"mof_cst_00040",2021-03-30,FALSE,0
"mof_cst_00040",2021-03-31,FALSE,0
"mof_cst_00040",2021-04-01,FALSE,0
"mof_cst_00040",2021-04-02,FALSE,0
"mof_cst_00040",2021-04-03,FALSE,0
"mof_cst_00040",2021-04-04,FALSE,0
"mof_cst_00040",2021-04-05,FALSE,0
"mof_cst_00040",2021-04-06,FALSE,0
"mof_cst_00040",2021-04-07,FALSE,0
"mof_cst_00040",2021-04-08,FALSE,0
"mof_cst_00040",2021-04-09,FALSE,0
"mof_cst_00040",2021-04-10,FALSE,0
"mof_cst_00040",2021-04-11,FALSE,0
"mof_cst_00040",2021-04-12,FALSE,0
"mof_cst_00040",2021-04-13,FALSE,0
"mof_cst_00040",2021-04-14,FALSE,0
"mof_cst_00040",2021-04-15,FALSE,0
"mof_cst_00040",2021-04-16,FALSE,0
"mof_cst_00040",2021-04-17,FALSE,0
"mof_cst_00040",2021-04-18,FALSE,0
"mof_cst_00040",2021-04-19,FALSE,0
"mof_cst_00040",2021-04-20,FALSE,0
"mof_cst_00040",2021-04-21,FALSE,0
"mof_cst_00040",2021-04-22,FALSE,0
"mof_cst_00040",2021-04-23,FALSE,0
"mof_cst_00040",2021-04-24,FALSE,0
"mof_cst_00040",2021-04-25,FALSE,0
"mof_cst_00040",2021-04-26,FALSE,0
"mof_cst_00040",2021-04-27,FALSE,0
"mof_cst_00040",2021-04-28,FALSE,0
"mof_cst_00040",2021-04-29,FALSE,0
"mof_cst_00040",2021-04-30,FALSE,0
"mof_cst_00040",2021-05-01,FALSE,0
"mof_cst_00040",2021-05-02,FALSE,0
"mof_cst_00040",2021-05-03,FALSE,0
"mof_cst_00040",2021-05-04,FALSE,0
"mof_cst_00040",2021-05-05,FALSE,0
"mof_cst_00040",2021-05-06,FALSE,0
"mof_cst_00040",2021-05-07,FALSE,0
"mof_cst_00040",2021-05-08,FALSE,0
"mof_cst_00040",2021-05-09,FALSE,0
"mof_cst_00040",2021-05-10,FALSE,0
"mof_cst_00040",2021-05-11,TRUE,100
"mof_cst_00040",2021-05-12,TRUE,100
"mof_cst_00040",2021-05-13,TRUE,100
"mof_cst_00040",2021-05-14,TRUE,100
"mof_cst_00040",2021-05-15,TRUE,100
"mof_cst_00040",2021-05-16,TRUE,100
"mof_cst_00040",2021-05-17,TRUE,100
"mof_cst_00040",2021-05-18,TRUE,100
"mof_cst_00040",2021-05-19,TRUE,100
"mof_cst_00040",2021-05-20,TRUE,100
"mof_cst_00040",2021-05-21,TRUE,100
"mof_cst_00040",2021-05-22,TRUE,100
"mof_cst_00040",2021-05-23,TRUE,100
"mof_cst_00040",2021-05-24,TRUE,100
"mof_cst_00040",2021-05-25,TRUE,100
"mof_cst_00040",2021-05-26,TRUE,100
"mof_cst_00040",2021-05-27,TRUE,100
"mof_cst_00040",2021-05-28,TRUE,100
"mof_cst_00040",2021-05-29,TRUE,100
"mof_cst_00040",2021-05-30,TRUE,100
"mof_cst_00040",2021-05-31,TRUE,100
"mof_cst_00040",2021-06-01,TRUE,100
"mof_cst_00041",2021-03-16,FALSE,0
"mof_cst_00041",2021-03-17,FALSE,0
"mof_cst_00041",2021-03-18,FALSE,0
"mof_cst_00041",2021-03-19,FALSE,0
"mof_cst_00041",2021-03-20,FALSE,0
"mof_cst_00041",2021-03-21,FALSE,0
"mof_cst_00041",2021-03-22,FALSE,0
"mof_cst_00041",2021-03-23,FALSE,0
"mof_cst_00041",2021-03-24,FALSE,0
"mof_cst_00041",2021-03-25,FALSE,0
"mof_cst_00041",2021-03-26,FALSE,0
"mof_cst_00041",2021-03-27,FALSE,0
"mof_cst_00041",2021-03-28,FALSE,0
"mof_cst_00041",2021-03-29,FALSE,0
"mof_cst_00041",2021-03-30,FALSE,0
"mof_cst_00041",2021-03-31,FALSE,0
"mof_cst_00041",2021-04-01,FALSE,0
"mof_cst_00041",2021-04-02,FALSE,0
"mof_cst_00041",2021-04-03,FALSE,0
"mof_cst_00041",2021-04-04,FALSE,0
"mof_cst_00041",2021-04-05,FALSE,0
"mof_cst_00041",2021-04-06,FALSE,0
"mof_cst_00041",2021-04-07,FALSE,0
"mof_cst_00041",2021-04-08,FALSE,0
"mof_cst_00041",2021-04-09,FALSE,0
"mof_cst_00041",2021-04-10,FALSE,0
"mof_cst_00041",2021-04-11,FALSE,0
"mof_cst_00041",2021-04-12,FALSE,0
"mof_cst_00041",2021-04-13,FALSE,0
"mof_cst_00041",2021-04-14,FALSE,0
"mof_cst_00041",2021-04-15,FALSE,0
"mof_cst_00041",2021-04-16,FALSE,0
"mof_cst_00041",2021-04-17,FALSE,0
"mof_cst_00041",2021-04-18,FALSE,0
"mof_cst_00041",2021-04-19,FALSE,0
"mof_cst_00041",2021-04-20,FALSE,0
"mof_cst_00041",2021-04-21,FALSE,0
"mof_cst_00041",2021-04-22,FALSE,0
"mof_cst_00041",2021-04-23,FALSE,0
"mof_cst_00041",2021-04-24,FALSE,0
"mof_cst_00041",2021-04-25,FALSE,0
"mof_cst_00041",2021-04-26,FALSE,0
"mof_cst_00041",2021-04-27,FALSE,0
"mof_cst_00041",2021-04-28,FALSE,0
"mof_cst_00041",2021-04-29,FALSE,0
"mof_cst_00041",2021-04-30,FALSE,0
"mof_cst_00041",2021-05-01,FALSE,0
"mof_cst_00041",2021-05-02,FALSE,0
"mof_cst_00041",2021-05-03,FALSE,0
"mof_cst_00041",2021-05-04,FALSE,0
"mof_cst_00041",2021-05-05,FALSE,0
"mof_cst_00041",2021-05-06,FALSE,0
"mof_cst_00041",2021-05-07,TRUE,40
"mof_cst_00041",2021-05-08,TRUE,40
"mof_cst_00041",2021-05-09,TRUE,40
"mof_cst_00041",2021-05-10,TRUE,40
"mof_cst_00041",2021-05-11,TRUE,100
"mof_cst_00041",2021-05-12,TRUE,100
"mof_cst_00041",2021-05-13,TRUE,100
"mof_cst_00041",2021-05-14,TRUE,100
"mof_cst_00041",2021-05-15,TRUE,100
"mof_cst_00041",2021-05-16,TRUE,100
"mof_cst_00041",2021-05-17,TRUE,100
"mof_cst_00041",2021-05-18,TRUE,100
"mof_cst_00041",2021-05-19,TRUE,100
"mof_cst_00041",2021-05-20,TRUE,100
"mof_cst_00041",2021-05-21,TRUE,100
"mof_cst_00041",2021-05-22,TRUE,100
"mof_cst_00041",2021-05-23,TRUE,100
"mof_cst_00041",2021-05-24,TRUE,100
"mof_cst_00041",2021-05-25,TRUE,100
"mof_cst_00041",2021-05-26,TRUE,100
"mof_cst_00041",2021-05-27,TRUE,100
"mof_cst_00041",2021-05-28,TRUE,100
"mof_cst_00041",2021-05-29,TRUE,100
"mof_cst_00041",2021-05-30,TRUE,100
"mof_cst_00041",2021-05-31,TRUE,100
"mof_cst_00041",2021-06-01,TRUE,100
"mof_cst_00042",2021-03-16,FALSE,0
"mof_cst_00042",2021-03-17,FALSE,0
"mof_cst_00042",2021-03-18,FALSE,0
"mof_cst_00042",2021-03-19,FALSE,0
"mof_cst_00042",2021-03-20,FALSE,0
"mof_cst_00042",2021-03-21,FALSE,0
"mof_cst_00042",2021-03-22,FALSE,0
"mof_cst_00042",2021-03-23,FALSE,0
"mof_cst_00042",2021-03-24,FALSE,0
"mof_cst_00042",2021-03-25,FALSE,0
"mof_cst_00042",2021-03-26,FALSE,0
"mof_cst_00042",2021-03-27,FALSE,0
"mof_cst_00042",2021-03-28,FALSE,0
"mof_cst_00042",2021-03-29,FALSE,0
"mof_cst_00042",2021-03-30,FALSE,0
"mof_cst_00042",2021-03-31,FALSE,0
"mof_cst_00042",2021-04-01,FALSE,0
"mof_cst_00042",2021-04-02,FALSE,0
"mof_cst_00042",2021-04-03,FALSE,0
"mof_cst_00042",2021-04-04,FALSE,0
"mof_cst_00042",2021-04-05,FALSE,0
"mof_cst_00042",2021-04-06,FALSE,0
"mof_cst_00042",2021-04-07,FALSE,0
"mof_cst_00042",2021-04-08,FALSE,0
"mof_cst_00042",2021-04-09,FALSE,0
"mof_cst_00042",2021-04-10,FALSE,0
"mof_cst_00042",2021-04-11,FALSE,0
"mof_cst_00042",2021-04-12,FALSE,0
"mof_cst_00042",2021-04-13,FALSE,0
"mof_cst_00042",2021-04-14,FALSE,0
"mof_cst_00042",2021-04-15,FALSE,0
"mof_cst_00042",2021-04-16,FALSE,0
"mof_cst_00042",2021-04-17,FALSE,0
"mof_cst_00042",2021-04-18,FALSE,0
"mof_cst_00042",2021-04-19,FALSE,0
"mof_cst_00042",2021-04-20,FALSE,0
"mof_cst_00042",2021-04-21,FALSE,0
"mof_cst_00042",2021-04-22,FALSE,0
"mof_cst_00042",2021-04-23,FALSE,0
"mof_cst_00042",2021-04-24,FALSE,0
"mof_cst_00042",2021-04-25,FALSE,0
"mof_cst_00042",2021-04-26,FALSE,0
"mof_cst_00042",2021-04-27,FALSE,0
"mof_cst_00042",2021-04-28,FALSE,0
"mof_cst_00042",2021-04-29,FALSE,0
"mof_cst_00042",2021-04-30,TRUE,20
"mof_cst_00042",2021-05-01,TRUE,20
"mof_cst_00042",2021-05-02,TRUE,20
"mof_cst_00042",2021-05-03,TRUE,20
"mof_cst_00042",2021-05-04,TRUE,40
"mof_cst_00042",2021-05-05,TRUE,40
"mof_cst_00042",2021-05-06,TRUE,40
"mof_cst_00042",2021-05-07,TRUE,80
"mof_cst_00042",2021-05-08,TRUE,80
"mof_cst_00042",2021-05-09,TRUE,80
"mof_cst_00042",2021-05-10,TRUE,80
"mof_cst_00042",2021-05-11,TRUE,100
"mof_cst_00042",2021-05-12,TRUE,100
"mof_cst_00042",2021-05-13,TRUE,100
"mof_cst_00042",2021-05-14,TRUE,100
"mof_cst_00042",2021-05-15,TRUE,100
"mof_cst_00042",2021-05-16,TRUE,100
"mof_cst_00042",2021-05-17,TRUE,100
"mof_cst_00042",2021-05-18,TRUE,100
"mof_cst_00042",2021-05-19,TRUE,100
"mof_cst_00042",2021-05-20,TRUE,100
"mof_cst_00042",2021-05-21,TRUE,100
"mof_cst_00042",2021-05-22,TRUE,100
"mof_cst_00042",2021-05-23,TRUE,100
"mof_cst_00042",2021-05-24,TRUE,100
"mof_cst_00042",2021-05-25,TRUE,100
"mof_cst_00042",2021-05-26,TRUE,100
"mof_cst_00042",2021-05-27,TRUE,100
"mof_cst_00042",2021-05-28,TRUE,100
"mof_cst_00042",2021-05-29,TRUE,100
"mof_cst_00042",2021-05-30,TRUE,100
"mof_cst_00042",2021-05-31,TRUE,100
"mof_cst_00042",2021-06-01,TRUE,100
"mof_cst_00043",2021-03-16,FALSE,0
"mof_cst_00043",2021-03-17,FALSE,0
"mof_cst_00043",2021-03-18,FALSE,0
"mof_cst_00043",2021-03-19,FALSE,0
"mof_cst_00043",2021-03-20,FALSE,0
"mof_cst_00043",2021-03-21,FALSE,0
"mof_cst_00043",2021-03-22,FALSE,0
"mof_cst_00043",2021-03-23,FALSE,0
"mof_cst_00043",2021-03-24,FALSE,0
"mof_cst_00043",2021-03-25,FALSE,0
"mof_cst_00043",2021-03-26,FALSE,0
"mof_cst_00043",2021-03-27,FALSE,0
"mof_cst_00043",2021-03-28,FALSE,0
"mof_cst_00043",2021-03-29,FALSE,0
"mof_cst_00043",2021-03-30,FALSE,0
"mof_cst_00043",2021-03-31,FALSE,0
"mof_cst_00043",2021-04-01,FALSE,0
"mof_cst_00043",2021-04-02,FALSE,0
"mof_cst_00043",2021-04-03,FALSE,0
"mof_cst_00043",2021-04-04,FALSE,0
"mof_cst_00043",2021-04-05,FALSE,0
"mof_cst_00043",2021-04-06,FALSE,0
"mof_cst_00043",2021-04-07,FALSE,0
"mof_cst_00043",2021-04-08,FALSE,0
"mof_cst_00043",2021-04-09,FALSE,0
"mof_cst_00043",2021-04-10,FALSE,0
"mof_cst_00043",2021-04-11,FALSE,0
"mof_cst_00043",2021-04-12,FALSE,0
"mof_cst_00043",2021-04-13,FALSE,0
"mof_cst_00043",2021-04-14,FALSE,0
"mof_cst_00043",2021-04-15,FALSE,0
"mof_cst_00043",2021-04-16,FALSE,0
"mof_cst_00043",2021-04-17,FALSE,0
"mof_cst_00043",2021-04-18,FALSE,0
"mof_cst_00043",2021-04-19,FALSE,0
"mof_cst_00043",2021-04-20,FALSE,0
"mof_cst_00043",2021-04-21,FALSE,0
"mof_cst_00043",2021-04-22,FALSE,0
"mof_cst_00043",2021-04-23,FALSE,0
"mof_cst_00043",2021-04-24,FALSE,0
"mof_cst_00043",2021-04-25,FALSE,0
"mof_cst_00043",2021-04-26,FALSE,0
"mof_cst_00043",2021-04-27,FALSE,0
"mof_cst_00043",2021-04-28,FALSE,0
"mof_cst_00043",2021-04-29,FALSE,0
"mof_cst_00043",2021-04-30,FALSE,0
"mof_cst_00043",2021-05-01,FALSE,0
"mof_cst_00043",2021-05-02,FALSE,0
"mof_cst_00043",2021-05-03,FALSE,0
"mof_cst_00043",2021-05-04,TRUE,10
"mof_cst_00043",2021-05-05,TRUE,10
"mof_cst_00043",2021-05-06,TRUE,10
"mof_cst_00043",2021-05-07,TRUE,30
"mof_cst_00043",2021-05-08,TRUE,30
"mof_cst_00043",2021-05-09,TRUE,30
"mof_cst_00043",2021-05-10,TRUE,30
"mof_cst_00043",2021-05-11,TRUE,90
"mof_cst_00043",2021-05-12,TRUE,90
"mof_cst_00043",2021-05-13,TRUE,90
"mof_cst_00043",2021-05-14,TRUE,100
"mof_cst_00043",2021-05-15,TRUE,100
"mof_cst_00043",2021-05-16,TRUE,100
"mof_cst_00043",2021-05-17,TRUE,100
"mof_cst_00043",2021-05-18,TRUE,100
"mof_cst_00043",2021-05-19,TRUE,100
"mof_cst_00043",2021-05-20,TRUE,100
"mof_cst_00043",2021-05-21,TRUE,100
"mof_cst_00043",2021-05-22,TRUE,100
"mof_cst_00043",2021-05-23,TRUE,100
"mof_cst_00043",2021-05-24,TRUE,100
"mof_cst_00043",2021-05-25,TRUE,100
"mof_cst_00043",2021-05-26,TRUE,100
"mof_cst_00043",2021-05-27,TRUE,100
"mof_cst_00043",2021-05-28,TRUE,100
"mof_cst_00043",2021-05-29,TRUE,100
"mof_cst_00043",2021-05-30,TRUE,100
"mof_cst_00043",2021-05-31,TRUE,100
"mof_cst_00043",2021-06-01,TRUE,100
"mof_cst_00044",2021-03-16,FALSE,0
"mof_cst_00044",2021-03-17,FALSE,0
"mof_cst_00044",2021-03-18,FALSE,0
"mof_cst_00044",2021-03-19,FALSE,0
"mof_cst_00044",2021-03-20,FALSE,0
"mof_cst_00044",2021-03-21,FALSE,0
"mof_cst_00044",2021-03-22,FALSE,0
"mof_cst_00044",2021-03-23,FALSE,0
"mof_cst_00044",2021-03-24,FALSE,0
"mof_cst_00044",2021-03-25,FALSE,0
"mof_cst_00044",2021-03-26,FALSE,0
"mof_cst_00044",2021-03-27,FALSE,0
"mof_cst_00044",2021-03-28,FALSE,0
"mof_cst_00044",2021-03-29,FALSE,0
"mof_cst_00044",2021-03-30,FALSE,0
"mof_cst_00044",2021-03-31,FALSE,0
"mof_cst_00044",2021-04-01,FALSE,0
"mof_cst_00044",2021-04-02,FALSE,0
"mof_cst_00044",2021-04-03,FALSE,0
"mof_cst_00044",2021-04-04,FALSE,0
"mof_cst_00044",2021-04-05,FALSE,0
"mof_cst_00044",2021-04-06,FALSE,0
"mof_cst_00044",2021-04-07,FALSE,0
"mof_cst_00044",2021-04-08,FALSE,0
"mof_cst_00044",2021-04-09,FALSE,0
"mof_cst_00044",2021-04-10,FALSE,0
"mof_cst_00044",2021-04-11,FALSE,0
"mof_cst_00044",2021-04-12,FALSE,0
"mof_cst_00044",2021-04-13,FALSE,0
"mof_cst_00044",2021-04-14,FALSE,0
"mof_cst_00044",2021-04-15,FALSE,0
"mof_cst_00044",2021-04-16,FALSE,0
"mof_cst_00044",2021-04-17,FALSE,0
"mof_cst_00044",2021-04-18,FALSE,0
"mof_cst_00044",2021-04-19,FALSE,0
"mof_cst_00044",2021-04-20,FALSE,0
"mof_cst_00044",2021-04-21,FALSE,0
"mof_cst_00044",2021-04-22,FALSE,0
"mof_cst_00044",2021-04-23,FALSE,0
"mof_cst_00044",2021-04-24,FALSE,0
"mof_cst_00044",2021-04-25,FALSE,0
"mof_cst_00044",2021-04-26,FALSE,0
"mof_cst_00044",2021-04-27,FALSE,0
"mof_cst_00044",2021-04-28,FALSE,0
"mof_cst_00044",2021-04-29,FALSE,0
"mof_cst_00044",2021-04-30,FALSE,0
"mof_cst_00044",2021-05-01,FALSE,0
"mof_cst_00044",2021-05-02,FALSE,0
"mof_cst_00044",2021-05-03,FALSE,0
"mof_cst_00044",2021-05-04,FALSE,0
"mof_cst_00044",2021-05-05,FALSE,0
"mof_cst_00044",2021-05-06,FALSE,0
"mof_cst_00044",2021-05-07,FALSE,0
"mof_cst_00044",2021-05-08,FALSE,0
"mof_cst_00044",2021-05-09,FALSE,0
"mof_cst_00044",2021-05-10,FALSE,0
"mof_cst_00044",2021-05-11,FALSE,0
"mof_cst_00044",2021-05-12,FALSE,0
"mof_cst_00044",2021-05-13,FALSE,0
"mof_cst_00044",2021-05-14,FALSE,0
"mof_cst_00044",2021-05-15,FALSE,0
"mof_cst_00044",2021-05-16,FALSE,0
"mof_cst_00044",2021-05-17,FALSE,0
"mof_cst_00044",2021-05-18,FALSE,0
"mof_cst_00044",2021-05-19,FALSE,0
"mof_cst_00044",2021-05-20,FALSE,0
"mof_cst_00044",2021-05-21,FALSE,0
"mof_cst_00044",2021-05-22,FALSE,0
"mof_cst_00044",2021-05-23,FALSE,0
"mof_cst_00044",2021-05-24,FALSE,0
"mof_cst_00044",2021-05-25,FALSE,0
"mof_cst_00044",2021-05-26,FALSE,0
"mof_cst_00044",2021-05-27,FALSE,0
"mof_cst_00044",2021-05-28,FALSE,0
"mof_cst_00044",2021-05-29,FALSE,0
"mof_cst_00044",2021-05-30,FALSE,0
"mof_cst_00044",2021-05-31,FALSE,0
"mof_cst_00044",2021-06-01,FALSE,0
"mof_cst_00045",2021-03-16,FALSE,0
"mof_cst_00045",2021-03-17,FALSE,0
"mof_cst_00045",2021-03-18,FALSE,0
"mof_cst_00045",2021-03-19,FALSE,0
"mof_cst_00045",2021-03-20,FALSE,0
"mof_cst_00045",2021-03-21,FALSE,0
"mof_cst_00045",2021-03-22,FALSE,0
"mof_cst_00045",2021-03-23,FALSE,0
"mof_cst_00045",2021-03-24,FALSE,0
"mof_cst_00045",2021-03-25,FALSE,0
"mof_cst_00045",2021-03-26,FALSE,0
"mof_cst_00045",2021-03-27,FALSE,0
"mof_cst_00045",2021-03-28,FALSE,0
"mof_cst_00045",2021-03-29,FALSE,0
"mof_cst_00045",2021-03-30,FALSE,0
"mof_cst_00045",2021-03-31,FALSE,0
"mof_cst_00045",2021-04-01,FALSE,0
"mof_cst_00045",2021-04-02,FALSE,0
"mof_cst_00045",2021-04-03,FALSE,0
"mof_cst_00045",2021-04-04,FALSE,0
"mof_cst_00045",2021-04-05,FALSE,0
"mof_cst_00045",2021-04-06,FALSE,0
"mof_cst_00045",2021-04-07,FALSE,0
"mof_cst_00045",2021-04-08,FALSE,0
"mof_cst_00045",2021-04-09,FALSE,0
"mof_cst_00045",2021-04-10,FALSE,0
"mof_cst_00045",2021-04-11,FALSE,0
"mof_cst_00045",2021-04-12,FALSE,0
"mof_cst_00045",2021-04-13,FALSE,0
"mof_cst_00045",2021-04-14,FALSE,0
"mof_cst_00045",2021-04-15,FALSE,0
"mof_cst_00045",2021-04-16,FALSE,0
"mof_cst_00045",2021-04-17,FALSE,0
"mof_cst_00045",2021-04-18,FALSE,0
"mof_cst_00045",2021-04-19,FALSE,0
"mof_cst_00045",2021-04-20,FALSE,0
"mof_cst_00045",2021-04-21,FALSE,0
"mof_cst_00045",2021-04-22,FALSE,0
"mof_cst_00045",2021-04-23,FALSE,0
"mof_cst_00045",2021-04-24,FALSE,0
"mof_cst_00045",2021-04-25,FALSE,0
"mof_cst_00045",2021-04-26,FALSE,0
"mof_cst_00045",2021-04-27,FALSE,0
"mof_cst_00045",2021-04-28,FALSE,0
"mof_cst_00045",2021-04-29,FALSE,0
"mof_cst_00045",2021-04-30,FALSE,0
"mof_cst_00045",2021-05-01,FALSE,0
"mof_cst_00045",2021-05-02,FALSE,0
"mof_cst_00045",2021-05-03,FALSE,0
"mof_cst_00045",2021-05-04,FALSE,0
"mof_cst_00045",2021-05-05,FALSE,0
"mof_cst_00045",2021-05-06,FALSE,0
"mof_cst_00045",2021-05-07,FALSE,0
"mof_cst_00045",2021-05-08,FALSE,0
"mof_cst_00045",2021-05-09,FALSE,0
"mof_cst_00045",2021-05-10,FALSE,0
"mof_cst_00045",2021-05-11,TRUE,90
"mof_cst_00045",2021-05-12,TRUE,90
"mof_cst_00045",2021-05-13,TRUE,90
